annual_revenue,billing,billing.amount,billing.currency,billing.plan,created_at,domain,email,employee_count,id,industry,integrations,integrations.hubspot,integrations.salesforce,integrations.slack,metadata,metadata.account_manager,metadata.priority,metadata.region,metadata.support_level,metadata.tier,name,updated_at
61289509,,,,,2023-04-01T00:00:00Z,greenenergy.example,contact821@greenenergy.example,255,1821,renewable_energy,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Taylor Brown"", ""region"": ""south"", ""priority"": 2}",Taylor Brown,2,south,standard,professional,Green Energy Co #821,2023-07-02T00:00:00Z
84822000,,,,,2023-07-18T00:00:00Z,creativedesign.example,contact822@creativedesign.example,421,1822,design,,,,,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Alex Thompson"", ""region"": ""north"", ""priority"": 5}",Alex Thompson,5,north,basic,enterprise,Creative Design Studio #822,2023-11-06T00:00:00Z
36914203,,,,,2023-04-14T00:00:00Z,globallogistics.example,contact823@globallogistics.example,192,1823,logistics,,,,,"{""tier"": ""starter"", ""support_level"": ""premium"", ""account_manager"": ""Casey Miller"", ""region"": ""west"", ""priority"": 4}",Casey Miller,4,west,premium,starter,Global Logistics LLC #823,2023-08-31T00:00:00Z
91809219,,,,,2024-02-19T00:00:00Z,healthwellness.example,contact824@healthwellness.example,764,1824,healthcare,"{""salesforce"": false, ""hubspot"": false, ""slack"": false}",False,False,False,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Sarah Johnson"", ""region"": ""east"", ""priority"": 1}",Sarah Johnson,1,east,standard,professional,Health & Wellness Center #824,2024-05-18T00:00:00Z
92083219,,,,,2024-02-17T00:00:00Z,innovativesoftware.example,contact825@innovativesoftware.example,189,1825,software,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Lisa Wang"", ""region"": ""west"", ""priority"": 1}",Lisa Wang,1,west,standard,professional,Innovative Software Labs #825,2024-04-26T00:00:00Z
89050654,,,,,2023-11-07T00:00:00Z,artisancoffee.example,contact826@artisancoffee.example,67,1826,food_beverage,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Lisa Wang"", ""region"": ""west"", ""priority"": 4}",Lisa Wang,4,west,premium,enterprise,Artisan Coffee Roasters #826,2023-11-27T00:00:00Z
175802769,,,,,2023-07-07T00:00:00Z,edupublishing.example,contact827@edupublishing.example,390,1827,education,,,,,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""David Kim"", ""region"": ""west"", ""priority"": 4}",David Kim,4,west,standard,starter,Educational Publishing House #827,2023-07-27T00:00:00Z
37761124,,,,,2024-04-04T00:00:00Z,sustainablefashion.example,contact828@sustainablefashion.example,835,1828,fashion,,,,,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Taylor Brown"", ""region"": ""south"", ""priority"": 5}",Taylor Brown,5,south,premium,professional,Sustainable Fashion Brand #828,2024-07-15T00:00:00Z
179285936,,,,,2023-05-14T00:00:00Z,advancedmfg.example,contact829@advancedmfg.example,4,1829,manufacturing,,,,,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""David Kim"", ""region"": ""central"", ""priority"": 5}",David Kim,5,central,standard,starter,Advanced Manufacturing Corp #829,2023-08-09T00:00:00Z
187270203,,,,,2023-04-22T00:00:00Z,digitalmarketing.example,contact830@digitalmarketing.example,73,1830,marketing,,,,,"{""tier"": ""starter"", ""support_level"": ""premium"", ""account_manager"": ""Taylor Brown"", ""region"": ""north"", ""priority"": 3}",Taylor Brown,3,north,premium,starter,Digital Marketing Agency #830,2023-10-09T00:00:00Z
3690080,,,,,2023-01-22T00:00:00Z,cloudservices.example,contact831@cloudservices.example,828,1831,cloud_computing,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Casey Miller"", ""region"": ""east"", ""priority"": 4}",Casey Miller,4,east,standard,professional,Cloud Services Provider #831,2023-04-14T00:00:00Z
98284261,,,,,2023-05-02T00:00:00Z,biotechresearch.example,contact832@biotechresearch.example,329,1832,biotechnology,"{""salesforce"": false, ""hubspot"": false, ""slack"": false}",False,False,False,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Morgan Davis"", ""region"": ""central"", ""priority"": 4}",Morgan Davis,4,central,basic,enterprise,Biotech Research Lab #832,2023-11-02T00:00:00Z
68440958,,,,,2023-12-20T00:00:00Z,urbanplanning.example,contact833@urbanplanning.example,593,1833,consulting,,,,,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""Sarah Johnson"", ""region"": ""west"", ""priority"": 2}",Sarah Johnson,2,west,basic,professional,Urban Planning Consultants #833,2024-02-23T00:00:00Z
36665169,,,,,2023-05-06T00:00:00Z,renewableresources.example,contact834@renewableresources.example,558,1834,energy,,,,,"{""tier"": ""starter"", ""support_level"": ""basic"", ""account_manager"": ""Morgan Davis"", ""region"": ""south"", ""priority"": 1}",Morgan Davis,1,south,basic,starter,Renewable Resources Corp #834,2023-08-17T00:00:00Z
79145076,,,,,2023-12-12T00:00:00Z,mobileapp.example,contact835@mobileapp.example,32,1835,mobile,"{""salesforce"": true, ""hubspot"": true, ""slack"": true}",True,True,True,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""south"", ""priority"": 1}",Emily Rodriguez,1,south,premium,professional,Mobile App Development #835,2024-06-06T00:00:00Z
108597672,"{""plan"": ""monthly"", ""amount"": 3920, ""currency"": ""USD""}",3920,USD,monthly,2024-04-23T00:00:00Z,dataanalytics.example,contact836@dataanalytics.example,201,1836,analytics,"{""salesforce"": true, ""hubspot"": true, ""slack"": false}",True,True,False,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Alex Thompson"", ""region"": ""central"", ""priority"": 3}",Alex Thompson,3,central,standard,starter,Data Analytics Firm #836,2024-07-17T00:00:00Z
105434389,,,,,2023-03-04T00:00:00Z,cybersecurity.example,contact837@cybersecurity.example,183,1837,security,,,,,"{""tier"": ""starter"", ""support_level"": ""basic"", ""account_manager"": ""Casey Miller"", ""region"": ""central"", ""priority"": 2}",Casey Miller,2,central,basic,starter,Cybersecurity Solutions #837,2023-09-13T00:00:00Z
7225542,,,,,2023-05-25T00:00:00Z,ecommerce.example,contact838@ecommerce.example,194,1838,retail,,,,,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""David Kim"", ""region"": ""east"", ""priority"": 1}",David Kim,1,east,basic,enterprise,E-commerce Platform #838,2023-11-07T00:00:00Z
128670585,,,,,2023-07-18T00:00:00Z,airesearch.example,contact839@airesearch.example,786,1839,research,,,,,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Casey Miller"", ""region"": ""west"", ""priority"": 1}",Casey Miller,1,west,basic,enterprise,AI Research Institute #839,2023-09-24T00:00:00Z
43563108,"{""plan"": ""annual"", ""amount"": 1981, ""currency"": ""USD""}",1981,USD,annual,2023-04-26T00:00:00Z,techsolutions.example,contact840@techsolutions.example,391,1840,technology,,,,,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""west"", ""priority"": 1}",Emily Rodriguez,1,west,basic,enterprise,Tech Solutions Inc #840,2023-06-04T00:00:00Z
31569755,,,,,2024-01-29T00:00:00Z,greenenergy.example,contact841@greenenergy.example,154,1841,renewable_energy,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""west"", ""priority"": 5}",Emily Rodriguez,5,west,standard,professional,Green Energy Co #841,2024-07-10T00:00:00Z
197606052,,,,,2023-10-14T00:00:00Z,creativedesign.example,contact842@creativedesign.example,618,1842,design,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Lisa Wang"", ""region"": ""west"", ""priority"": 5}",Lisa Wang,5,west,standard,enterprise,Creative Design Studio #842,2024-02-02T00:00:00Z
118929914,,,,,2023-09-20T00:00:00Z,globallogistics.example,contact843@globallogistics.example,796,1843,logistics,"{""salesforce"": true, ""hubspot"": true, ""slack"": false}",True,True,False,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Lisa Wang"", ""region"": ""south"", ""priority"": 1}",Lisa Wang,1,south,standard,starter,Global Logistics LLC #843,2024-01-04T00:00:00Z
20205665,,,,,2023-01-20T00:00:00Z,healthwellness.example,contact844@healthwellness.example,871,1844,healthcare,,,,,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""Michael Chen"", ""region"": ""south"", ""priority"": 1}",Michael Chen,1,south,basic,professional,Health & Wellness Center #844,2023-08-02T00:00:00Z
156086648,,,,,2023-05-19T00:00:00Z,innovativesoftware.example,contact845@innovativesoftware.example,837,1845,software,,,,,"{""tier"": ""starter"", ""support_level"": ""premium"", ""account_manager"": ""Alex Thompson"", ""region"": ""east"", ""priority"": 1}",Alex Thompson,1,east,premium,starter,Innovative Software Labs #845,2023-06-11T00:00:00Z
7850590,,,,,2023-12-30T00:00:00Z,artisancoffee.example,contact846@artisancoffee.example,70,1846,food_beverage,"{""salesforce"": true, ""hubspot"": false, ""slack"": false}",False,True,False,"{""tier"": ""starter"", ""support_level"": ""basic"", ""account_manager"": ""Casey Miller"", ""region"": ""east"", ""priority"": 4}",Casey Miller,4,east,basic,starter,Artisan Coffee Roasters #846,2024-03-30T00:00:00Z
105415232,,,,,2023-05-22T00:00:00Z,edupublishing.example,contact847@edupublishing.example,284,1847,education,,,,,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Jordan Lee"", ""region"": ""north"", ""priority"": 3}",Jordan Lee,3,north,standard,starter,Educational Publishing House #847,2023-06-11T00:00:00Z
64074558,,,,,2024-04-07T00:00:00Z,sustainablefashion.example,contact848@sustainablefashion.example,704,1848,fashion,,,,,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""David Kim"", ""region"": ""east"", ""priority"": 3}",David Kim,3,east,standard,starter,Sustainable Fashion Brand #848,2024-04-19T00:00:00Z
17749241,,,,,2023-10-22T00:00:00Z,advancedmfg.example,contact849@advancedmfg.example,342,1849,manufacturing,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Michael Chen"", ""region"": ""north"", ""priority"": 3}",Michael Chen,3,north,premium,enterprise,Advanced Manufacturing Corp #849,2024-02-24T00:00:00Z
73914579,,,,,2023-07-06T00:00:00Z,digitalmarketing.example,contact850@digitalmarketing.example,621,1850,marketing,,,,,"{""tier"": ""starter"", ""support_level"": ""basic"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""west"", ""priority"": 2}",Emily Rodriguez,2,west,basic,starter,Digital Marketing Agency #850,2023-10-26T00:00:00Z
43217618,,,,,2024-02-26T00:00:00Z,cloudservices.example,contact851@cloudservices.example,83,1851,cloud_computing,,,,,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""south"", ""priority"": 5}",Emily Rodriguez,5,south,basic,professional,Cloud Services Provider #851,2024-06-12T00:00:00Z
165720775,,,,,2023-05-11T00:00:00Z,biotechresearch.example,contact852@biotechresearch.example,470,1852,biotechnology,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Morgan Davis"", ""region"": ""north"", ""priority"": 2}",Morgan Davis,2,north,premium,enterprise,Biotech Research Lab #852,2023-05-23T00:00:00Z
116798198,,,,,2023-11-28T00:00:00Z,urbanplanning.example,contact853@urbanplanning.example,27,1853,consulting,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Michael Chen"", ""region"": ""east"", ""priority"": 1}",Michael Chen,1,east,standard,professional,Urban Planning Consultants #853,2024-02-22T00:00:00Z
46918198,,,,,2023-05-15T00:00:00Z,renewableresources.example,contact854@renewableresources.example,369,1854,energy,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""David Kim"", ""region"": ""east"", ""priority"": 4}",David Kim,4,east,standard,professional,Renewable Resources Corp #854,2023-10-17T00:00:00Z
159635232,"{""plan"": ""annual"", ""amount"": 4242, ""currency"": ""USD""}",4242,USD,annual,2024-04-27T00:00:00Z,mobileapp.example,contact855@mobileapp.example,952,1855,mobile,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Alex Thompson"", ""region"": ""east"", ""priority"": 3}",Alex Thompson,3,east,premium,enterprise,Mobile App Development #855,2024-11-09T00:00:00Z
101130267,,,,,2023-09-22T00:00:00Z,dataanalytics.example,contact856@dataanalytics.example,165,1856,analytics,"{""salesforce"": false, ""hubspot"": false, ""slack"": false}",False,False,False,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""central"", ""priority"": 4}",Emily Rodriguez,4,central,standard,enterprise,Data Analytics Firm #856,2024-04-04T00:00:00Z
96596059,,,,,2024-02-21T00:00:00Z,cybersecurity.example,contact857@cybersecurity.example,520,1857,security,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Lisa Wang"", ""region"": ""south"", ""priority"": 5}",Lisa Wang,5,south,standard,enterprise,Cybersecurity Solutions #857,2024-09-02T00:00:00Z
164599620,"{""plan"": ""monthly"", ""amount"": 6721, ""currency"": ""USD""}",6721,USD,monthly,2023-04-27T00:00:00Z,ecommerce.example,contact858@ecommerce.example,939,1858,retail,,,,,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""west"", ""priority"": 5}",Emily Rodriguez,5,west,premium,professional,E-commerce Platform #858,2023-07-24T00:00:00Z
10189186,"{""plan"": ""annual"", ""amount"": 8847, ""currency"": ""USD""}",8847,USD,annual,2023-03-21T00:00:00Z,airesearch.example,contact859@airesearch.example,937,1859,research,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Alex Thompson"", ""region"": ""west"", ""priority"": 2}",Alex Thompson,2,west,standard,enterprise,AI Research Institute #859,2023-08-18T00:00:00Z
195351755,,,,,2023-05-19T00:00:00Z,techsolutions.example,contact860@techsolutions.example,715,1860,technology,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Lisa Wang"", ""region"": ""east"", ""priority"": 2}",Lisa Wang,2,east,premium,enterprise,Tech Solutions Inc #860,2023-10-28T00:00:00Z
133686834,"{""plan"": ""annual"", ""amount"": 1261, ""currency"": ""USD""}",1261,USD,annual,2023-08-30T00:00:00Z,greenenergy.example,contact861@greenenergy.example,166,1861,renewable_energy,,,,,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Jordan Lee"", ""region"": ""north"", ""priority"": 4}",Jordan Lee,4,north,basic,enterprise,Green Energy Co #861,2024-01-16T00:00:00Z
113525119,,,,,2023-06-03T00:00:00Z,creativedesign.example,contact862@creativedesign.example,195,1862,design,,,,,"{""tier"": ""starter"", ""support_level"": ""basic"", ""account_manager"": ""Sarah Johnson"", ""region"": ""central"", ""priority"": 4}",Sarah Johnson,4,central,basic,starter,Creative Design Studio #862,2023-06-19T00:00:00Z
158662723,,,,,2023-04-05T00:00:00Z,globallogistics.example,contact863@globallogistics.example,296,1863,logistics,"{""salesforce"": true, ""hubspot"": true, ""slack"": false}",True,True,False,"{""tier"": ""starter"", ""support_level"": ""basic"", ""account_manager"": ""Casey Miller"", ""region"": ""central"", ""priority"": 2}",Casey Miller,2,central,basic,starter,Global Logistics LLC #863,2023-09-17T00:00:00Z
74110205,"{""plan"": ""annual"", ""amount"": 9998, ""currency"": ""USD""}",9998,USD,annual,2023-01-16T00:00:00Z,healthwellness.example,contact864@healthwellness.example,461,1864,healthcare,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""west"", ""priority"": 1}",Emily Rodriguez,1,west,standard,enterprise,Health & Wellness Center #864,2023-04-30T00:00:00Z
135853880,,,,,2024-04-11T00:00:00Z,innovativesoftware.example,contact865@innovativesoftware.example,928,1865,software,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""David Kim"", ""region"": ""east"", ""priority"": 2}",David Kim,2,east,standard,enterprise,Innovative Software Labs #865,2024-08-27T00:00:00Z
69913839,,,,,2024-02-08T00:00:00Z,artisancoffee.example,contact866@artisancoffee.example,167,1866,food_beverage,,,,,"{""tier"": ""starter"", ""support_level"": ""basic"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""central"", ""priority"": 4}",Emily Rodriguez,4,central,basic,starter,Artisan Coffee Roasters #866,2024-05-20T00:00:00Z
